game_id,date,honest_home_prob,honest_pick,actual,honest_correct,home_rest_penalty,away_rest_penalty
20260318_2_9,20260318,0.835243081186188,home,home,True,-15.0,-15.0
20260318_16_26,20260318,0.9,home,home,True,-46.0,0.0
20260319_30_19,20260319,0.55,home,home,True,-15.0,-15.0
20260319_27_8,20260319,0.15800940049961698,away,away,True,-15.0,-15.0
20260319_14_13,20260319,0.35505475304953693,away,away,True,-15.0,-46.0
20260319_4_5,20260319,0.2799999999999999,away,away,True,-46.0,-15.0
20260319_3_12,20260319,0.5548187474622326,home,home,True,-46.0,-46.0
20260319_24_21,20260319,0.858780359652002,home,home,True,-15.0,-15.0
20260319_26_15,20260319,0.2799999999999999,away,home,False,-46.0,-15.0
20260319_23_20,20260319,0.5896062548356263,home,away,False,-15.0,-15.0
20260320_29_2,20260320,0.25781910911941475,away,away,True,-15.0,-15.0
20260320_16_22,20260320,0.773652097759119,home,away,False,-15.0,-15.0
20260320_17_18,20260320,0.26561799261879226,away,away,True,-15.0,0.0
20260320_7_28,20260320,0.9,home,home,True,-15.0,-15.0
20260320_8_9,20260320,0.65,home,home,True,-46.0,-15.0
20260320_10_1,20260320,0.5009771366456596,home,home,True,-15.0,-15.0
20260321_6_12,20260321,0.46383127859617146,away,away,True,0.0,-15.0
20260321_27_25,20260321,0.2799999999999999,away,away,True,-15.0,0.0
20260321_21_15,20260321,0.5502554949662426,home,away,False,-15.0,-15.0
20260321_24_11,20260321,0.9,home,home,True,-15.0,0.0
20260321_19_13,20260321,0.2574369736593056,away,away,True,-15.0,-15.0
20260321_10_14,20260321,0.55,home,home,True,-46.0,-15.0
20260321_26_20,20260321,0.4044932541731602,away,away,True,-15.0,-15.0
20260321_1_9,20260321,0.55,home,home,True,-46.0,-46.0
20260321_30_29,20260321,0.8968510197690275,home,home,True,-15.0,-46.0
20260321_3_5,20260321,0.31585386021453055,away,away,True,-15.0,-15.0
20260322_23_17,20260322,0.8164317583217265,home,home,True,0.0,-15.0
20260322_2_16,20260322,0.7884921298348493,home,away,False,-15.0,-15.0
20260322_7_22,20260322,0.9,home,home,True,-15.0,-15.0
20260322_18_27,20260322,0.9,home,home,True,-15.0,-46.0
20260322_21_28,20260322,0.45633943662626064,away,home,False,-46.0,-15.0
20260323_1_29,20260323,0.8755179643756209,home,home,True,-15.0,-15.0
20260323_8_13,20260323,0.5293113123190362,home,home,True,0.0,-15.0
20260323_19_11,20260323,0.65,home,away,False,-15.0,-15.0
20260323_20_25,20260323,0.2799999999999999,away,away,True,-15.0,-15.0
20260323_14_24,20260323,0.23592108505151166,away,away,True,-15.0,-15.0
20260323_4_10,20260323,0.27888553033739016,away,home,False,0.0,-15.0
20260323_26_28,20260323,0.3147832137434392,away,away,True,-15.0,-46.0
20260323_6_9,20260323,0.3602698639284462,away,away,True,-15.0,-15.0
20260323_22_17,20260323,0.8965100052994481,home,home,True,-46.0,-46.0
20260323_12_15,20260323,0.5725515090139538,home,home,True,-15.0,-15.0
20260324_30_23,20260324,0.84693844190234,home,home,True,0.0,-15.0
20260324_18_3,20260324,0.8997573577947723,home,home,True,-15.0,0.0
20260324_5_19,20260324,0.9,home,home,True,0.0,-46.0
20260324_21_7,20260324,0.2799999999999999,away,away,True,-15.0,-15.0
20260325_16_10,20260325,0.75,home,home,True,0.0,-15.0
20260325_2_25,20260325,0.44892287885239324,away,home,False,0.0,-15.0
20260325_20_4,20260325,0.7428443159798311,home,home,True,-15.0,-15.0
20260325_22_15,20260325,0.5254613606820647,home,home,True,-15.0,-15.0
20260325_29_24,20260325,0.140553534900986,away,away,True,-15.0,-15.0
20260325_11_13,20260325,0.22810160905514432,away,away,True,-15.0,-15.0
20260325_9_17,20260325,0.9,home,home,True,-15.0,-15.0
20260325_5_14,20260325,0.9,home,away,False,-46.0,-15.0
20260325_8_1,20260325,0.65,home,away,False,-15.0,-15.0
20260325_12_28,20260325,0.55,home,home,True,-15.0,-15.0
20260325_7_6,20260325,0.9,home,home,True,-46.0,-15.0
20260325_26_27,20260325,0.55,home,away,False,-15.0,0.0
20260326_30_18,20260326,0.51787888761386,home,home,True,-15.0,-15.0
20260326_8_3,20260326,0.8301867733309082,home,home,True,-46.0,-15.0
20260326_19_23,20260326,0.7297585514628402,home,home,True,-15.0,-15.0
20260327_5_14,20260327,0.8955007845169131,home,home,True,-15.0,-15.0
20260327_25_4,20260327,0.9,home,home,True,-15.0,-15.0
20260327_28_3,20260327,0.75,home,home,True,-15.0,-46.0
20260327_29_10,20260327,0.19781027559343878,away,away,True,-15.0,-15.0
20260327_2_1,20260327,0.8719861079488239,home,home,True,-15.0,-15.0
20260327_9_27,20260327,0.8788275675366467,home,home,True,-15.0,-15.0
20260327_11_12,20260327,0.4380420666355721,away,away,True,-15.0,-15.0
20260327_13_17,20260327,0.9,home,home,True,-15.0,-15.0
20260327_7_26,20260327,0.9,home,home,True,-15.0,-15.0
20260327_22_6,20260327,0.8725962557784157,home,away,False,-15.0,-15.0
20260328_29_4,20260328,0.49143782660315727,away,home,False,-46.0,-46.0
20260328_30_20,20260328,0.7991840451428615,home,away,False,-15.0,0.0
20260328_21_26,20260328,0.8936394460173306,home,home,True,0.0,-46.0
20260328_1_23,20260328,0.8146230350901837,home,home,True,-46.0,-15.0
20260328_15_24,20260328,0.2424726784654957,away,away,True,0.0,0.0
20260328_16_8,20260328,0.55,home,away,False,0.0,-15.0
20260329_11_14,20260329,0.5028038922195124,home,home,True,-15.0,-15.0
20260329_17_23,20260329,0.5315945219684809,home,home,True,-15.0,-46.0
20260329_30_2,20260329,0.3921932116255853,away,away,True,-46.0,-15.0
20260329_25_18,20260329,0.864612314268278,home,home,True,-15.0,0.0
20260329_15_12,20260329,0.5029269063233477,home,away,False,-46.0,-15.0
20260329_22_27,20260329,0.8603796525245303,home,home,True,-15.0,-15.0
20260329_3_10,20260329,0.27914204532116227,away,away,True,-15.0,-15.0
20260329_28_19,20260329,0.55,home,home,True,-15.0,0.0
20260329_7_9,20260329,0.9,home,home,True,-15.0,-15.0
20260330_25_8,20260330,0.8662188813646741,home,home,True,-46.0,-15.0
20260330_13_27,20260330,0.9,home,home,True,0.0,-46.0
20260330_6_16,20260330,0.33901067601247303,away,away,True,0.0,-15.0
20260330_29_21,20260330,0.2486734943564488,away,away,True,-15.0,-15.0
20260330_26_5,20260330,0.2799999999999999,away,away,True,-15.0,0.0
20260330_14_20,20260330,0.5181832994569111,home,home,True,-46.0,-15.0
20260330_24_4,20260330,0.9,home,home,True,-15.0,-15.0
20260330_1_2,20260330,0.3918871786757776,away,home,False,-15.0,-46.0
20260331_15_6,20260331,0.8455335315920623,home,home,True,-15.0,-46.0
20260331_17_30,20260331,0.2868182285969272,away,away,True,-15.0,-15.0
20260331_10_18,20260331,0.5783947434491062,home,home,True,-15.0,-15.0
20260331_19_21,20260331,0.438949717646427,away,home,False,-15.0,-46.0
20260331_13_5,20260331,0.5255859980857908,home,home,True,-46.0,-46.0
20260331_8_28,20260331,0.65,home,home,True,-46.0,-15.0
20260331_12_22,20260331,0.65,home,away,False,-15.0,-15.0
20260401_29_18,20260401,0.2775991521751897,away,away,True,-15.0,-46.0
20260401_10_15,20260401,0.65,home,home,True,-46.0,-46.0
20260401_28_23,20260401,0.804768537787942,home,away,False,-46.0,0.0
20260401_9_24,20260401,0.26366476300567854,away,away,True,0.0,-15.0
20260401_26_7,20260401,0.2799999999999999,away,away,True,-15.0,0.0
20260401_27_20,20260401,0.394449004134494,away,away,True,-15.0,-15.0
20260401_4_11,20260401,0.4887999837711494,away,away,True,-15.0,0.0
20260401_14_2,20260401,0.3087053358469015,away,away,True,-15.0,-15.0
20260401_19_1,20260401,0.32468486961691756,away,away,True,-46.0,-15.0
20260402_12_24,20260402,0.3257393012852293,away,away,True,-15.0,-46.0
20260402_25_13,20260402,0.8158363738568889,home,home,True,0.0,-15.0
20260402_8_16,20260402,0.55,home,home,True,-15.0,0.0
20260402_22_3,20260402,0.8926868169060415,home,home,True,-15.0,0.0
20260402_30_21,20260402,0.55,home,home,True,-15.0,-15.0
20260402_9_5,20260402,0.401445314326607,away,away,True,-46.0,-15.0
20260403_23_3,20260403,0.65,home,home,True,-15.0,-46.0
20260403_30_11,20260403,0.55,home,home,True,-46.0,-15.0
20260403_17_1,20260403,0.14154230469482165,away,away,True,0.0,-15.0
20260403_29_28,20260403,0.27407668635299953,away,away,True,-15.0,-15.0
20260403_15_2,20260403,0.3560692178086903,away,away,True,-15.0,-15.0
20260403_20_16,20260403,0.5406043077570801,home,home,True,-15.0,-46.0
20260403_10_26,20260403,0.9,home,home,True,-15.0,-15.0
20260403_18_4,20260403,0.9,home,home,True,-15.0,-15.0
20260403_6_19,20260403,0.5013621231983241,home,away,False,0.0,-15.0
20260404_14_27,20260404,0.8194377945938038,home,home,True,0.0,0.0
20260404_7_24,20260404,0.820195299822529,home,home,True,0.0,-15.0
20260404_20_8,20260404,0.3947983740696056,away,away,True,-46.0,-15.0
20260405_6_13,20260405,0.17606652104585518,away,home,False,-15.0,0.0
20260405_3_19,20260405,0.42488384624689013,away,away,True,-15.0,-15.0
20260405_25_26,20260405,0.9,home,home,True,0.0,-15.0
20260405_9_10,20260405,0.3923448990658389,away,away,True,0.0,-15.0
20260405_23_12,20260405,0.463077709254369,away,away,True,-15.0,0.0
20260405_5_11,20260405,0.9,home,home,True,0.0,-15.0
20260405_15_29,20260405,0.9,home,home,True,-15.0,-15.0
20260405_17_27,20260405,0.55,home,home,True,-15.0,-46.0
20260405_16_30,20260405,0.55,home,away,False,-15.0,-15.0
20260405_2_28,20260405,0.8882846139411622,home,home,True,-15.0,-15.0
20260405_4_21,20260405,0.25950212152889474,away,away,True,-15.0,0.0
20260406_29_5,20260406,0.2799999999999999,away,away,True,-46.0,-46.0
20260406_7_22,20260406,0.9,home,home,True,-15.0,0.0
20260406_1_18,20260406,0.5894046535275518,home,away,False,0.0,0.0
20260406_19_8,20260406,0.218418020847562,away,home,False,-46.0,-15.0
20260406_24_20,20260406,0.8847839076605033,home,home,True,-15.0,-15.0
20260407_27_4,20260407,0.5392108574112976,home,away,False,-15.0,-15.0
20260407_2_30,20260407,0.8633764452149456,home,home,True,-15.0,-15.0
20260407_17_15,20260407,0.28488452260900166,away,home,False,-15.0,-15.0
20260407_28_14,20260407,0.65,home,home,True,-15.0,0.0
20260407_11_16,20260407,0.5188995693506203,home,away,False,-15.0,-15.0
20260407_3_26,20260407,0.8000750363091136,home,home,True,-15.0,-15.0
20260407_9_23,20260407,0.804567128964837,home,home,True,-15.0,-15.0
20260407_13_25,20260407,0.32580575982817306,away,away,True,-15.0,-15.0
20260407_12_6,20260407,0.8709143402225455,home,home,True,-15.0,-15.0
20260407_21_10,20260407,0.3621079641010103,away,away,True,-15.0,-15.0
20260408_5_1,20260408,0.8210299154224199,home,home,True,-15.0,-15.0
20260408_19_16,20260408,0.5116751314150421,home,home,True,-15.0,-46.0
20260408_8_15,20260408,0.65,home,home,True,-15.0,-46.0
20260408_24_22,20260408,0.8498816602291646,home,home,True,-15.0,-15.0
20260408_7_29,20260408,0.9,home,home,True,-15.0,-15.0
20260408_12_25,20260408,0.2799999999999999,away,away,True,-46.0,-46.0
20260408_21_6,20260408,0.8242937809254698,home,home,True,-46.0,-46.0
20260409_10_20,20260409,0.80367576971335,home,home,True,-15.0,0.0
20260409_27_4,20260409,0.5010263385669924,home,away,False,-15.0,-15.0
20260409_9_13,20260409,0.4693029914975244,away,away,True,-15.0,-15.0
20260409_28_14,20260409,0.65,home,home,True,-15.0,-15.0
20260409_18_2,20260409,0.45428968757543464,away,home,False,0.0,-15.0
20260409_17_11,20260409,0.41879910458266034,away,away,True,-15.0,-15.0
20260410_30_8,20260410,0.5213197239417064,home,away,False,0.0,-15.0
20260410_27_14,20260410,0.39643847958299017,away,away,True,-46.0,-46.0
20260410_1_5,20260410,0.42068646819772526,away,home,False,-15.0,-15.0
20260410_2_3,20260410,0.9,home,home,True,-46.0,0.0
20260410_11_20,20260410,0.55,home,away,False,-46.0,-46.0
20260410_18_28,20260410,0.7810591918826849,home,home,True,-46.0,-46.0
20260410_4_19,20260410,0.32665731868262826,away,away,True,-46.0,-15.0
20260410_10_16,20260410,0.65,home,away,False,-46.0,-15.0
20260410_15_17,20260410,0.9,home,home,True,-15.0,-46.0
20260410_24_6,20260410,0.9,home,home,True,-15.0,-15.0
20260410_26_29,20260410,0.5089548001195986,home,home,True,0.0,-15.0
20260410_7_25,20260410,0.5150639203553303,home,home,True,-15.0,-15.0
20260410_22_12,20260410,0.55,home,home,True,-15.0,-15.0
20260410_23_9,20260410,0.47679459744380925,away,home,False,0.0,-46.0
20260410_13_21,20260410,0.7922101409376083,home,home,True,-46.0,-15.0
20260412_2_19,20260412,0.8992351665646368,home,home,True,-15.0,-15.0
20260412_5_27,20260412,0.9,home,home,True,-15.0,-15.0
20260412_11_8,20260412,0.2764734492683607,away,away,True,-15.0,-15.0
20260412_14_1,20260412,0.3803377512849617,away,home,False,-15.0,-15.0
20260412_18_30,20260412,0.8265549527928525,home,away,False,-15.0,-15.0
20260412_20_15,20260412,0.5412256136630241,home,home,True,-15.0,-15.0
20260412_28_17,20260412,0.9,home,home,True,-15.0,-15.0
20260412_6_4,20260412,0.55,home,home,True,-15.0,-15.0
20260412_10_29,20260412,0.9,home,home,True,-15.0,-15.0
20260412_16_3,20260412,0.8736344516418113,home,home,True,-15.0,-15.0
20260412_25_21,20260412,0.9,home,away,False,-15.0,-15.0
20260412_24_7,20260412,0.3724769284321643,away,away,True,-15.0,-15.0
20260412_13_26,20260412,0.9,home,home,True,-15.0,-15.0
20260412_12_9,20260412,0.55,home,home,True,-15.0,-15.0
20260412_22_23,20260412,0.75,home,home,True,-15.0,-15.0
20260414_30_14,20260414,0.55,home,home,True,-15.0,-15.0
20260414_21_22,20260414,0.530019899603587,home,away,False,-15.0,-15.0
20260415_20_19,20260415,0.5178518464303292,home,home,True,0.0,0.0
20260415_12_9,20260415,0.55,home,away,False,0.0,0.0
20260417_19_30,20260417,0.5107752541218397,home,home,True,-15.0,0.0
20260417_21_9,20260417,0.5048116317469613,home,home,True,0.0,-15.0
20260418_18_1,20260418,0.7949905859069523,home,home,True,0.0,0.0
20260418_5_28,20260418,0.8598821046495598,home,home,True,0.0,0.0
20260418_7_16,20260418,0.9,home,home,True,0.0,0.0
20260418_13_10,20260418,0.65,home,home,True,0.0,0.0
20260419_8_19,20260419,0.8017010382336754,home,away,False,0.0,-15.0
20260419_2_20,20260419,0.9,home,home,True,0.0,0.0
20260419_25_21,20260419,0.9,home,home,True,0.0,-15.0
20260419_24_22,20260419,0.8268720766730371,home,home,True,0.0,0.0
20260420_18_1,20260420,0.8207856756640117,home,away,False,-15.0,-15.0
20260420_5_28,20260420,0.8696772247119875,home,home,True,-15.0,-15.0
20260420_7_16,20260420,0.9,home,away,False,-15.0,-15.0
20260421_2_20,20260421,0.9,home,away,False,-15.0,-15.0
20260421_24_22,20260421,0.8503615099410952,home,away,False,-15.0,-15.0
20260421_13_10,20260421,0.75,home,home,True,0.0,0.0
20260422_8_19,20260422,0.7226109316625786,home,home,True,0.0,0.0
20260422_25_21,20260422,0.9,home,home,True,0.0,0.0
20260423_1_18,20260423,0.44677643552121393,away,home,False,0.0,0.0
20260423_28_5,20260423,0.35352550785859105,away,home,False,0.0,0.0
20260423_16_7,20260423,0.2799999999999999,away,home,False,0.0,0.0
20260424_20_2,20260424,0.34339675540287085,away,away,True,0.0,0.0
20260424_22_24,20260424,0.34642106642307513,away,away,True,0.0,0.0
20260424_10_13,20260424,0.33268651341647293,away,away,True,0.0,0.0
20260425_19_8,20260425,0.3629792237570568,away,home,False,0.0,0.0
20260425_1_18,20260425,0.46681114686874803,away,away,True,-15.0,-15.0
20260425_21_25,20260425,0.2799999999999999,away,away,True,0.0,0.0
20260425_16_7,20260425,0.31745500316010766,away,home,False,-15.0,-15.0
20260426_20_2,20260426,0.3114594050395132,away,away,True,-15.0,-15.0
20260426_28_5,20260426,0.40375990675699125,away,home,False,0.0,0.0
20260426_22_24,20260426,0.2964233452809909,away,away,True,-15.0,-15.0
20260426_10_13,20260426,0.31813048001679844,away,home,False,-15.0,-15.0
20260427_19_8,20260427,0.4464310601472047,away,home,False,-15.0,-15.0
20260427_21_25,20260427,0.2799999999999999,away,away,True,-15.0,-15.0
20260427_7_16,20260427,0.8863366118695989,home,home,True,-15.0,-15.0
20260428_2_20,20260428,0.9,home,away,False,-15.0,-15.0
20260428_18_1,20260428,0.840705375298512,home,home,True,0.0,0.0
20260428_24_22,20260428,0.8811017230078906,home,home,True,-15.0,-15.0
20260429_8_19,20260429,0.65,home,home,True,-15.0,-15.0
20260429_5_28,20260429,0.8418582286106839,home,home,True,0.0,0.0
20260429_13_10,20260429,0.75,home,away,False,0.0,0.0
20260430_20_2,20260430,0.3010289601680771,away,home,False,-15.0,-15.0
20260430_1_18,20260430,0.35458894994856693,away,away,True,-15.0,-15.0
20260430_16_7,20260430,0.3387607361405087,away,home,False,0.0,0.0
20260501_19_8,20260501,0.4673662998389184,away,away,True,-15.0,-15.0
20260501_28_5,20260501,0.3831617947964263,away,home,False,-15.0,-15.0
20260501_10_13,20260501,0.4659887941599077,away,away,True,-15.0,-15.0
20260502_2_20,20260502,0.851053791444667,home,away,False,-15.0,-15.0
20260503_8_19,20260503,0.7937961219936129,home,home,True,-15.0,-15.0
20260503_5_28,20260503,0.8431276322531083,home,home,True,-15.0,-15.0
20260504_18_20,20260504,0.8605959851558044,home,home,True,0.0,-15.0
20260504_24_16,20260504,0.7203721783933508,home,away,False,0.0,0.0
20260505_8_5,20260505,0.5572970924947993,home,home,True,-15.0,-15.0
20260505_25_13,20260505,0.8352318791011628,home,home,True,0.0,0.0
20260506_18_20,20260506,0.9,home,home,True,-15.0,-15.0
20260506_24_16,20260506,0.65,home,home,True,-15.0,-15.0
20260507_8_5,20260507,0.5784250361742544,home,home,True,-15.0,-15.0
20260507_25_13,20260507,0.9,home,home,True,-15.0,-15.0
20260508_20_18,20260508,0.3163809657018215,away,away,True,-15.0,-15.0
20260508_16_24,20260508,0.35125919922227644,away,away,True,-15.0,-15.0
20260509_5_8,20260509,0.55,home,home,True,-15.0,-15.0
20260509_13_25,20260509,0.3353722600727318,away,away,True,-15.0,-15.0
20260510_20_18,20260510,0.29042206573579743,away,away,True,-15.0,-15.0
20260510_16_24,20260510,0.3159113911583967,away,home,False,-15.0,-15.0
