season,team_id,team_name,delta,source
2023,22,Portland Trail Blazers,-4.48,history
2023,23,Sacramento Kings,-9.93,history
2023,24,San Antonio Spurs,-24.08,history
2023,25,Oklahoma City Thunder,-2.2,history
2023,26,Utah Jazz,-10.59,history
2023,27,Washington Wizards,-11.86,history
2023,28,Toronto Raptors,-55.59,history
2023,29,Memphis Grizzlies,-5.82,history
2023,30,Charlotte Hornets,-19.35,history
2024,1,Atlanta Hawks,7.31,history
2024,2,Boston Celtics,-15.16,history
2024,3,New Orleans Pelicans,-34.57,history
2024,4,Chicago Bulls,-10.29,history
2024,5,Cleveland Cavaliers,14.22,history
2024,6,Dallas Mavericks,23.02,history
2024,7,Denver Nuggets,33.83,history
2024,8,Detroit Pistons,33.78,history
2024,9,Golden State Warriors,-8.96,history
2024,10,Houston Rockets,11.78,history
2024,11,Indiana Pacers,12.82,history
2024,12,LA Clippers,-120.2,history
2024,13,Los Angeles Lakers,38.46,history
2024,14,Miami Heat,-2.63,history
2024,15,Milwaukee Bucks,-23.88,history
2024,16,Minnesota Timberwolves,-16.38,history
2024,17,Brooklyn Nets,-2.07,history
2024,18,New York Knicks,34.45,history
2024,19,Orlando Magic,9.59,history
2024,20,Philadelphia 76ers,-101.22,history
2024,21,Phoenix Suns,35.11,history
2024,22,Portland Trail Blazers,-0.74,history
2024,23,Sacramento Kings,41.81,history
2024,24,San Antonio Spurs,48.19,history
2024,25,Oklahoma City Thunder,-2.2,history
2024,26,Utah Jazz,2.56,history
2024,27,Washington Wizards,-4.5,history
2024,28,Toronto Raptors,-16.94,history
2024,29,Memphis Grizzlies,5.01,history
2024,30,Charlotte Hornets,7.81,history
2025,1,Atlanta Hawks,65.26,history
2025,2,Boston Celtics,-134.9,history
2025,3,New Orleans Pelicans,-25.21,history
2025,4,Chicago Bulls,53.12,history
2025,5,Cleveland Cavaliers,14.17,history
2025,6,Dallas Mavericks,-32.42,history
2025,7,Denver Nuggets,-23.03,history
2025,8,Detroit Pistons,40.67,history
2025,9,Golden State Warriors,81.68,history
2025,10,Houston Rockets,61.55,history
2025,11,Indiana Pacers,-42.24,history
2025,12,LA Clippers,90.77,history
2025,13,Los Angeles Lakers,-122.3,history
2025,14,Miami Heat,15.04,history
2025,15,Milwaukee Bucks,-86.87,history
2025,16,Minnesota Timberwolves,-24.67,history
2025,17,Brooklyn Nets,32.97,history
2025,18,New York Knicks,5.4,history
2025,19,Orlando Magic,41.08,history
2025,20,Philadelphia 76ers,-13.75,history
2025,21,Phoenix Suns,-63.5,history
2025,22,Portland Trail Blazers,65.68,history
2025,23,Sacramento Kings,10.84,history
2025,24,San Antonio Spurs,8.89,history
2025,25,Oklahoma City Thunder,-168.96,history
2025,26,Utah Jazz,58.13,history
2025,27,Washington Wizards,93.06,history
2025,28,Toronto Raptors,7.63,history
2025,29,Memphis Grizzlies,-43.71,history
2025,30,Charlotte Hornets,35.6,history
2026,1,Atlanta Hawks,-35.15,roster_mapping
2026,2,Boston Celtics,-0.63,roster_mapping
2026,3,New Orleans Pelicans,-2.88,roster_mapping
2026,4,Chicago Bulls,23.91,roster_mapping
2026,5,Cleveland Cavaliers,-3.71,roster_mapping
2026,6,Dallas Mavericks,-27.25,roster_mapping
2026,7,Denver Nuggets,12.29,roster_mapping
2026,8,Detroit Pistons,-18.44,roster_mapping
2026,9,Golden State Warriors,1.84,roster_mapping
2026,10,Houston Rockets,8.14,roster_mapping
2026,11,Indiana Pacers,52.33,roster_mapping
2026,12,LA Clippers,-129.5,roster_mapping
2026,13,Los Angeles Lakers,-75.35,roster_mapping
2026,14,Miami Heat,32.44,roster_mapping
2026,15,Milwaukee Bucks,-44.74,roster_mapping
2026,16,Minnesota Timberwolves,-28.82,roster_mapping
2026,17,Brooklyn Nets,29.26,roster_mapping
2026,18,New York Knicks,4.44,roster_mapping
2026,19,Orlando Magic,19.02,roster_mapping
2026,20,Philadelphia 76ers,44.41,roster_mapping
2026,21,Phoenix Suns,-9.42,roster_mapping
2026,22,Portland Trail Blazers,61.1,roster_mapping
2026,23,Sacramento Kings,2.89,roster_mapping
2026,24,San Antonio Spurs,10.91,roster_mapping
2026,25,Oklahoma City Thunder,11.12,roster_mapping
2026,26,Utah Jazz,-6.65,roster_mapping
2026,27,Washington Wizards,67.86,roster_mapping
2026,28,Toronto Raptors,36.43,roster_mapping
2026,29,Memphis Grizzlies,-35.93,roster_mapping
2026,30,Charlotte Hornets,0.07,roster_mapping
