PERSON_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK
1642843,Cooper Flagg,2025,1,1,1
1642844,Dylan Harper,2025,1,2,2
1642845,VJ Edgecombe,2025,1,3,3
1642851,Kon Knueppel,2025,1,4,4
1642846,Ace Bailey,2025,1,5,5
1642848,Tre Johnson,2025,1,6,6
1642847,Jeremiah Fears,2025,1,7,7
1642856,Egor Dëmin,2025,1,8,8
1642867,Collin Murray-Boyles,2025,1,9,9
1642863,Khaman Maluach,2025,1,10,10
1642907,Cedric Coward,2025,1,11,11
1642855,Noa Essengue,2025,1,12,12
1642852,Derik Queen,2025,1,13,13
1642868,Carter Bryant,2025,1,14,14
1642850,Thomas Sorber,2025,1,15,15
1642905,Yang Hansen,2025,1,16,16
1642866,Joan Beringer,2025,1,17,17
1642383,Walter Clayton Jr.,2025,1,18,18
1642849,Nolan Traore,2025,1,19,19
1642857,Kasparas Jakučionis,2025,1,20,20
1642860,Will Riley,2025,1,21,21
1642962,Drake Powell,2025,1,22,22
1642854,Asa Newell,2025,1,23,23
1642363,Nique Clifford,2025,1,24,24
1642859,Jase Richardson,2025,1,25,25
1642879,Ben Saraf,2025,1,26,26
1642874,Danny Wolf,2025,1,27,27
1642864,Hugo González,2025,1,28,28
1642862,Liam McNeeley,2025,1,29,29
1642949,Yanic Konan Niederhäuser,2025,1,30,30
1642853,Rasheer Fleming,2025,2,1,31
1642869,Noah Penda,2025,2,2,32
1642883,Sion James,2025,2,3,33
1641750,Ryan Kalkbrenner,2025,2,4,34
1641780,Johni Broome,2025,2,5,35
1642876,Adou Thiero,2025,2,6,36
1642404,Chaz Lanier,2025,2,7,37
1642880,Kam Jones,2025,2,8,38
1642918,Alijah Martin,2025,2,9,39
1642877,Micah Peavy,2025,2,10,40
1642886,Koby Brea,2025,2,11,41
1642875,Maxime Raynaud,2025,2,12,42
1642364,Jamir Watkins,2025,2,13,43
1642964,Brooks Barnhizer,2025,2,14,44
1642911,Rocco Zikarsky,2025,2,15,45
1642873,Amari Williams,2025,2,16,46
1642881,Bogoljub Marković,2025,2,17,47
1642914,Javon Small,2025,2,18,48
1642878,Tyrese Proctor,2025,2,19,49
1642920,Kobe Sanders,2025,2,20,50
1642885,Mohamed Diawara,2025,2,21,51
1642893,Alex Toohey,2025,2,22,52
1642910,John Tonje,2025,2,23,53
1643007,Taelon Peter,2025,2,24,54
1642950,Lachlan Olbrich,2025,2,25,55
1642954,Will Richard,2025,2,26,56
1642917,Max Shulga,2025,2,27,57
1643008,Saliou Niang,2025,2,28,58
1642942,Jahmai Mashack,2025,2,29,59
1642258,Zaccharie Risacher,2024,1,1,1
1642259,Alex Sarr,2024,1,2,2
1642263,Reed Sheppard,2024,1,3,3
1642264,Stephon Castle,2024,1,4,4
1641842,Ronald Holland II,2024,1,5,5
1642275,Tidjane Salaün,2024,1,6,6
1642270,Donovan Clingan,2024,1,7,7
1642265,Rob Dillingham,2024,1,8,8
1641744,Zach Edey,2024,1,9,9
1642262,Cody Williams,2024,1,10,10
1641824,Matas Buzelis,2024,1,11,11
1642260,Nikola Topić,2024,1,12,12
1642269,Devin Carter,2024,1,13,13
1642267,Bub Carrington,2024,1,14,14
1642276,Kel'el Ware,2024,1,15,15
1642272,Jared McCain,2024,1,16,16
1642261,Dalton Knecht,2024,1,17,17
1641783,Tristan da Silva,2024,1,18,18
1642266,Ja'Kobe Walter,2024,1,19,19
1642281,Jaylon Tyson,2024,1,20,20
1642274,Yves Missi,2024,1,21,21
1641747,DaRon Holmes II,2024,1,22,22
1642358,AJ Johnson,2024,1,23,23
1642273,Kyshawn George,2024,1,24,24
1642359,Pacôme Dadiet,2024,1,25,25
1641794,Dillon Jones,2024,1,26,26
1630545,Terrence Shannon Jr.,2024,1,27,27
1642346,Ryan Dunn,2024,1,28,28
1642268,Isaiah Collier,2024,1,29,29
1631248,Baylor Scheierman,2024,1,30,30
1642367,Jonathan Mogbo,2024,2,1,31
1642271,Kyle Filipowski,2024,2,2,32
1641890,Tyler Smith,2024,2,3,33
1642278,Tyler Kolek,2024,2,4,34
1642277,Johnny Furphy,2024,2,5,35
1642361,Juan Nunez,2024,2,6,36
1641752,Bobi Klintman,2024,2,7,37
1642349,Ajay Mitchell,2024,2,8,38
1642377,Jaylen Wells,2024,2,9,39
1642345,Oso Ighodaro,2024,2,10,40
1641737,Adem Bona,2024,2,11,41
1642354,KJ Simpson,2024,2,12,42
1642365,Nikola Djurisic,2024,2,13,43
1641796,Pelle Larsson,2024,2,14,44
1642347,Jamal Shead,2024,2,15,45
1642353,Cam Christie,2024,2,16,46
1641810,Antonio Reeves,2024,2,17,47
1631127,Harrison Ingram,2024,2,18,48
1641803,Tristen Newton,2024,2,19,49
1642402,Enrique Freeman,2024,2,20,50
1642351,Melvin Ajinca,2024,2,21,51
1642366,Quinten Post,2024,2,22,52
1642285,Cam Spencer,2024,2,23,53
1641817,Anton Watson,2024,2,24,54
1642355,Bronny James,2024,2,25,55
1641755,Kevin McCullar Jr.,2024,2,26,56
1642279,Ulrich Chomche,2024,2,27,57
1630574,Ariel Hukporti,2024,2,28,58
1641705,Victor Wembanyama,2023,1,1,1
1641706,Brandon Miller,2023,1,2,2
1630703,Scoot Henderson,2023,1,3,3
1641708,Amen Thompson,2023,1,4,4
1641709,Ausar Thompson,2023,1,5,5
1641710,Anthony Black,2023,1,6,6
1641731,Bilal Coulibaly,2023,1,7,7
1641716,Jarace Walker,2023,1,8,8
1641707,Taylor Hendricks,2023,1,9,9
1641717,Cason Wallace,2023,1,10,10
1641724,Jett Howard,2023,1,11,11
1641726,Dereck Lively II,2023,1,12,12
1641711,Gradey Dick,2023,1,13,13
1641722,Jordan Hawkins,2023,1,14,14
1641723,Kobe Bufkin,2023,1,15,15
1641718,Keyonte George,2023,1,16,16
1641720,Jalen Hood-Schifino,2023,1,17,17
1631170,Jaime Jaquez Jr.,2023,1,18,18
1641764,Brandin Podziemski,2023,1,19,19
1641715,Cam Whitmore,2023,1,20,20
1641730,Noah Clowney,2023,1,21,21
1641727,Dariq Whitehead,2023,1,22,22
1631200,Kris Murray,2023,1,23,23
1641765,Olivier-Maxence Prosper,2023,1,24,24
1631204,Marcus Sasser,2023,1,25,25
1641767,Ben Sheppard,2023,1,26,26
1641733,Nick Smith Jr.,2023,1,27,27
1641729,Brice Sensabaugh,2023,1,28,28
1631124,Julian Strawther,2023,1,29,29
1641738,Kobe Brown,2023,1,30,30
1641762,James Nnaji,2023,2,1,31
1629618,Jalen Pickett,2023,2,2,32
1631159,Leonard Miller,2023,2,3,33
1641732,Colby Jones,2023,2,4,34
1641763,Julian Phillips,2023,2,5,35
1641748,Andre Jackson Jr.,2023,2,6,36
1641816,Hunter Tyson,2023,2,7,37
1641775,Jordan Walsh,2023,2,8,38
1631243,Mouhamed Gueye,2023,2,9,39
1641721,Maxwell Lewis,2023,2,10,40
1641735,Amari Bailey,2023,2,11,41
1641774,Tristan Vukcevic,2023,2,12,42
1641712,Rayan Rupert,2023,2,13,43
1631321,Sidy Cissoko,2023,2,14,44
1641713,GG Jackson,2023,2,15,45
1641754,Seth Lundy,2023,2,16,46
1631340,Mojave King,2023,2,17,47
1641757,Jordan Miller,2023,2,18,48
1641734,Emoni Bates,2023,2,19,49
1641749,Keyontae Johnson,2023,2,20,50
1630592,Jalen Wilson,2023,2,21,51
1641739,Toumani Camara,2023,2,22,52
1641740,Jaylen Clark,2023,2,23,53
1641771,Jalen Slawson,2023,2,24,54
1631209,Isaiah Wong,2023,2,25,55
1641844,Tarik Biberovic,2023,2,26,56
1631218,Trayce Jackson-Davis,2023,2,27,57
1641753,Chris Livingston,2023,2,28,58
1631094,Paolo Banchero,2022,1,1,1
1631096,Chet Holmgren,2022,1,2,2
1631095,Jabari Smith Jr.,2022,1,3,3
1631099,Keegan Murray,2022,1,4,4
1631093,Jaden Ivey,2022,1,5,5
1631097,Bennedict Mathurin,2022,1,6,6
1631101,Shaedon Sharpe,2022,1,7,7
1630700,Dyson Daniels,2022,1,8,8
1631110,Jeremy Sochan,2022,1,9,9
1631098,Johnny Davis,2022,1,10,10
1631172,Ousmane Dieng,2022,1,11,11
1631114,Jalen Williams,2022,1,12,12
1631105,Jalen Duren,2022,1,13,13
1630534,Ochai Agbaji,2022,1,14,14
1631109,Mark Williams,2022,1,15,15
1631100,AJ Griffin,2022,1,16,16
1631106,Tari Eason,2022,1,17,17
1631207,Dalen Terry,2022,1,18,18
1631222,Jake LaRavia,2022,1,19,19
1631103,Malaki Branham,2022,1,20,20
1631128,Christian Braun,2022,1,21,21
1631117,Walker Kessler,2022,1,22,22
1631223,David Roddy,2022,1,23,23
1630699,MarJon Beauchamp,2022,1,24,24
1631104,Blake Wesley,2022,1,25,25
1631111,Wendell Moore Jr.,2022,1,26,26
1631107,Nikola Jović,2022,1,27,27
1631116,Patrick Baldwin Jr.,2022,1,28,28
1631102,TyTy Washington Jr.,2022,1,29,29
1631212,Peyton Watson,2022,1,30,30
1629614,Andrew Nembhard,2022,2,1,31
1631216,Caleb Houstan,2022,2,2,32
1631132,Christian Koloko,2022,2,3,33
1631119,Jaylin Williams,2022,2,4,34
1631108,Max Christie,2022,2,5,35
1630629,Gabriele Procida,2022,2,6,36
1630702,Jaden Hardy,2022,2,7,37
1631113,Kennedy Chandler,2022,2,8,38
1631215,Khalifa Diop,2022,2,9,39
1631121,Bryce McGowens,2022,2,10,40
1630604,E.J. Liddell,2022,2,11,41
1631211,Trevor Keels,2022,2,12,42
1631217,Moussa Diabaté,2022,2,13,43
1631157,Ryan Rollins,2022,2,14,44
1631169,Josh Minott,2022,2,15,45
1631130,Ismael Kamagate,2022,2,16,46
1631246,Vince Williams Jr.,2022,2,17,47
1631112,Kendall Brown,2022,2,18,48
1630600,Isaiah Mobley,2022,2,19,49
1631164,Matteo Spagnolo,2022,2,20,50
1631213,Tyrese Martin,2022,2,21,51
1631255,Karlo Matković,2022,2,22,52
1631120,JD Davison,2022,2,23,53
1631161,Yannick Nzosa,2022,2,24,54
1630611,Gui Santos,2022,2,25,55
1631247,Luke Travers,2022,2,26,56
1631133,Jabari Walker,2022,2,27,57
1630656,Hugo Besson,2022,2,28,58
1630595,Cade Cunningham,2021,1,1,1
1630224,Jalen Green,2021,1,2,2
1630596,Evan Mobley,2021,1,3,3
1630567,Scottie Barnes,2021,1,4,4
1630591,Jalen Suggs,2021,1,5,5
1630581,Josh Giddey,2021,1,6,6
1630228,Jonathan Kuminga,2021,1,7,7
1630532,Franz Wagner,2021,1,8,8
1630558,Davion Mitchell,2021,1,9,9
1630533,Ziaire Williams,2021,1,10,10
1630547,James Bouknight,2021,1,11,11
1630563,Joshua Primo,2021,1,12,12
1630537,Chris Duarte,2021,1,13,13
1630541,Moses Moody,2021,1,14,14
1630557,Corey Kispert,2021,1,15,15
1630578,Alperen Sengun,2021,1,16,16
1630530,Trey Murphy III,2021,1,17,17
1630544,Tre Mann,2021,1,18,18
1630539,Kai Jones,2021,1,19,19
1630552,Jalen Johnson,2021,1,20,20
1630553,Keon Johnson,2021,1,21,21
1630543,Isaiah Jackson,2021,1,22,22
1630586,Usman Garuba,2021,1,23,23
1630528,Josh Christopher,2021,1,24,24
1629656,Quentin Grimes,2021,1,25,25
1630538,Bones Hyland,2021,1,26,26
1630560,Cam Thomas,2021,1,27,27
1630531,Jaden Springer,2021,1,28,28
1630549,Day'Ron Sharpe,2021,1,29,29
1630583,Santi Aldama,2021,1,30,30
1630225,Isaiah Todd,2021,2,1,31
1630526,Jeremiah Robinson-Earl,2021,2,2,32
1630554,Jason Preston,2021,2,3,33
1630599,Rokas Jokubaitis,2021,2,4,34
1630529,Herbert Jones,2021,2,5,35
1630540,Miles McBride,2021,2,6,36
1630550,JT Thor,2021,2,7,37
1630245,Ayo Dosunmu,2021,2,8,38
1629674,Neemias Queta,2021,2,9,39
1630215,Jared Butler,2021,2,10,40
1630580,Joe Wieskamp,2021,2,11,41
1630587,Isaiah Livers,2021,2,12,42
1630535,Greg Brown III,2021,2,13,43
1630556,Kessler Edwards,2021,2,14,44
1630584,Juhann Begarin,2021,2,15,45
1630625,Dalano Banton,2021,2,16,46
1630525,David Johnson,2021,2,17,47
1630536,Sharife Cooper,2021,2,18,48
1630681,Marcus Zegarowski,2021,2,19,49
1630196,Filip Petrusev,2021,2,20,50
1630527,Brandon Boston Jr.,2021,2,21,51
1630568,Luka Garza,2021,2,22,52
1629646,Charles Bassey,2021,2,23,53
1630572,Sandro Mamukelashvili,2021,2,24,54
1630598,Aaron Wiggins,2021,2,25,55
1630575,Scottie Lewis,2021,2,26,56
1630638,Balsa Koprivica,2021,2,27,57
1630579,Jericho Sims,2021,2,28,58
1630564,RaiQuan Gray,2021,2,29,59
1630686,Georgios Kalaitzakis,2021,2,30,60
1630162,Anthony Edwards,2020,1,1,1
1630164,James Wiseman,2020,1,2,2
1630163,LaMelo Ball,2020,1,3,3
1630172,Patrick Williams,2020,1,4,4
1630171,Isaac Okoro,2020,1,5,5
1630168,Onyeka Okongwu,2020,1,6,6
1630165,Killian Hayes,2020,1,7,7
1630167,Obi Toppin,2020,1,8,8
1630166,Deni Avdija,2020,1,9,9
1630188,Jalen Smith,2020,1,10,10
1630170,Devin Vassell,2020,1,11,11
1630169,Tyrese Haliburton,2020,1,12,12
1630184,Kira Lewis Jr.,2020,1,13,13
1630174,Aaron Nesmith,2020,1,14,14
1630175,Cole Anthony,2020,1,15,15
1630191,Isaiah Stewart,2020,1,16,16
1630197,Aleksej Pokusevski,2020,1,17,17
1630182,Josh Green,2020,1,18,18
1630180,Saddiq Bey,2020,1,19,19
1630173,Precious Achiuwa,2020,1,20,20
1630178,Tyrese Maxey,2020,1,21,21
1630192,Zeke Nnaji,2020,1,22,22
1630195,Leandro Bolmaro,2020,1,23,23
1630181,R.J. Hampton,2020,1,24,24
1630193,Immanuel Quickley,2020,1,25,25
1630202,Payton Pritchard,2020,1,26,26
1628962,Udoka Azubuike,2020,1,27,27
1630183,Jaden McDaniels,2020,1,28,28
1630201,Malachi Flynn,2020,1,29,29
1630217,Desmond Bane,2020,1,30,30
1630179,Tyrell Terry,2020,2,1,31
1630176,Vernon Carey Jr.,2020,2,2,32
1630187,Daniel Oturu,2020,2,3,33
1630177,Theo Maledon,2020,2,4,34
1630214,Xavier Tillman,2020,2,5,35
1630189,Tyler Bey,2020,2,6,36
1630249,Vít Krejčí,2020,2,7,37
1630240,Saben Lee,2020,2,8,38
1630190,Elijah Hughes,2020,2,9,39
1630218,Robert Woodard II,2020,2,10,40
1630200,Tre Jones,2020,2,11,41
1630208,Nick Richards,2020,2,12,42
1630186,Jahmi'us Ramsey,2020,2,13,43
1630250,Marko Simonovic,2020,2,14,44
1629670,Jordan Nwora,2020,2,15,45
1629604,CJ Elleby,2020,2,16,46
1630236,Yam Madar,2020,2,17,47
1630185,Nico Mannion,2020,2,18,48
1630198,Isaiah Joe,2020,2,19,49
1630219,Skylar Mays,2020,2,20,50
1630251,Justinian Jessup,2020,2,21,51
1630231,KJ Martin,2020,2,22,52
1630216,Cassius Winston,2020,2,23,53
1630199,Cassius Stanley,2020,2,24,54
1630206,Jay Scrubb,2020,2,25,55
1630203,Grant Riller,2020,2,26,56
1629617,Reggie Perry,2020,2,27,57
1630194,Paul Reed,2020,2,28,58
1630223,Jalen Harris,2020,2,29,59
1630241,Sam Merrill,2020,2,30,60
1629627,Zion Williamson,2019,1,1,1
1629630,Ja Morant,2019,1,2,2
1629628,RJ Barrett,2019,1,3,3
1629631,De'Andre Hunter,2019,1,4,4
1629636,Darius Garland,2019,1,5,5
1629633,Jarrett Culver,2019,1,6,6
1629632,Coby White,2019,1,7,7
1629637,Jaxson Hayes,2019,1,8,8
1629060,Rui Hachimura,2019,1,9,9
1629629,Cam Reddish,2019,1,10,10
1629661,Cameron Johnson,2019,1,11,11
1629023,P.J. Washington,2019,1,12,12
1629639,Tyler Herro,2019,1,13,13
1629641,Romeo Langford,2019,1,14,14
1629635,Sekou Doumbouya,2019,1,15,15
1629643,Chuma Okeke,2019,1,16,16
1629638,Nickeil Alexander-Walker,2019,1,17,17
1629048,Goga Bitadze,2019,1,18,18
1629677,Luka Samanic,2019,1,19,19
1629680,Matisse Thybulle,2019,1,20,20
1629634,Brandon Clarke,2019,1,21,21
1629684,Grant Williams,2019,1,22,22
1629647,Darius Bazley,2019,1,23,23
1629660,Ty Jerome,2019,1,24,24
1629642,Nassir Little,2019,1,25,25
1629685,Dylan Windler,2019,1,26,26
1629662,Mfiondu Kabengele,2019,1,27,27
1629673,Jordan Poole,2019,1,28,28
1629640,Keldon Johnson,2019,1,29,29
1629645,Kevin Porter Jr.,2019,1,30,30
1629651,Nic Claxton,2019,2,1,31
1629644,KZ Okpala,2019,2,2,32
1629035,Carsen Edwards,2019,2,3,33
1628981,Bruno Fernando,2019,2,4,34
1629712,Didi Louzada,2019,2,5,35
1628998,Cody Martin,2019,2,6,36
1629686,Deividas Sirvydis,2019,2,7,37
1629655,Daniel Gafford,2019,2,8,38
1629346,Alen Smailagic,2019,2,9,39
1629713,Justin James,2019,2,10,40
1629672,Eric Paschall,2019,2,11,41
1629678,Admiral Schofield,2019,2,12,42
1629669,Jaylen Nowell,2019,2,13,43
1629626,Bol Bol,2019,2,14,44
1629676,Isaiah Roby,2019,2,15,45
1629659,Talen Horton-Tucker,2019,2,16,46
1629649,Ignas Brazdeikis,2019,2,17,47
1629611,Terance Mann,2019,2,18,48
1629683,Quinndary Weatherspoon,2019,2,19,49
1629714,Jarrell Brantley,2019,2,20,50
1629682,Tremont Waters,2019,2,21,51
1629667,Jalen McDaniels,2019,2,22,52
1629625,Justin Wright-Foreman,2019,2,23,53
1629621,Marial Shayok,2019,2,24,54
1629657,Kyle Guy,2019,2,25,55
1628986,Jaylen Hands,2019,2,26,56
1629648,Jordan Bone,2019,2,27,57
1629671,Miye Oni,2019,2,28,58
1629608,Dewan Hernandez,2019,2,29,59
1629079,Vanja Marinkovic,2019,2,30,60
1629028,Deandre Ayton,2018,1,1,1
1628963,Marvin Bagley III,2018,1,2,2
1629029,Luka Dončić,2018,1,3,3
1628991,Jaren Jackson Jr.,2018,1,4,4
1629027,Trae Young,2018,1,5,5
1628964,Mo Bamba,2018,1,6,6
1628976,Wendell Carter Jr.,2018,1,7,7
1629012,Collin Sexton,2018,1,8,8
1628995,Kevin Knox II,2018,1,9,9
1628969,Mikal Bridges,2018,1,10,10
1628983,Shai Gilgeous-Alexander,2018,1,11,11
1628970,Miles Bridges,2018,1,12,12
1629010,Jerome Robinson,2018,1,13,13
1629008,Michael Porter Jr.,2018,1,14,14
1628972,Troy Brown Jr.,2018,1,15,15
1629015,Zhaire Smith,2018,1,16,16
1628978,Donte DiVincenzo,2018,1,17,17
1629022,Lonnie Walker IV,2018,1,18,18
1628989,Kevin Huerter,2018,1,19,19
1629006,Josh Okogie,2018,1,20,20
1628960,Grayson Allen,2018,1,21,21
1628990,Chandler Hutchison,2018,1,22,22
1628988,Aaron Holiday,2018,1,23,23
1629014,Anfernee Simons,2018,1,24,24
1629021,Moritz Wagner,2018,1,25,25
1629013,Landry Shamet,2018,1,26,26
1629057,Robert Williams III,2018,1,27,27
1628980,Jacob Evans,2018,1,28,28
1629058,Dzanan Musa,2018,1,29,29
1629016,Omari Spellman,2018,1,30,30
1629059,Elie Okobo,2018,2,1,31
1628975,Jevon Carter,2018,2,2,32
1628973,Jalen Brunson,2018,2,3,33
1628984,Devonte' Graham,2018,2,4,34
1628982,Melvin Frazier Jr.,2018,2,5,35
1629011,Mitchell Robinson,2018,2,6,36
1629018,Gary Trent Jr.,2018,2,7,37
1629017,Khyri Thomas,2018,2,8,38
1629067,Isaac Bonga,2018,2,9,39
1629066,Rodions Kurucs,2018,2,10,40
1629020,Jarred Vanderbilt,2018,2,11,41
1628971,Bruce Brown,2018,2,12,42
1628992,Justin Jackson,2018,2,13,43
1629068,Issuf Sanon,2018,2,14,44
1628977,Hamidou Diallo,2018,2,15,45
1629001,De'Anthony Melton,2018,2,16,46
1629004,Svi Mykhailiuk,2018,2,17,47
1628966,Keita Bates-Diop,2018,2,18,48
1629002,Chimezie Metu,2018,2,19,49
1628993,Alize Johnson,2018,2,20,50
1628974,Tony Carr,2018,2,21,51
1629053,Vincent Edwards,2018,2,22,52
1628985,Devon Hall,2018,2,23,53
1629003,Shake Milton,2018,2,24,54
1629083,Arnoldas Kulboka,2018,2,25,55
1629034,Ray Spalding,2018,2,26,56
1628987,Kevin Hervey,2018,2,27,57
1629118,Thomas Welsh,2018,2,28,58
1628994,George King,2018,2,29,59
1628961,Kostas Antetokounmpo,2018,2,30,60
1628365,Markelle Fultz,2017,1,1,1
1628366,Lonzo Ball,2017,1,2,2
1628369,Jayson Tatum,2017,1,3,3
1628367,Josh Jackson,2017,1,4,4
1628368,De'Aaron Fox,2017,1,5,5
1628371,Jonathan Isaac,2017,1,6,6
1628374,Lauri Markkanen,2017,1,7,7
1628373,Frank Ntilikina,2017,1,8,8
1628372,Dennis Smith Jr.,2017,1,9,9
1628380,Zach Collins,2017,1,10,10
1628370,Malik Monk,2017,1,11,11
1628379,Luke Kennard,2017,1,12,12
1628378,Donovan Mitchell,2017,1,13,13
1628389,Bam Adebayo,2017,1,14,14
1628382,Justin Jackson,2017,1,15,15
1628383,Justin Patton,2017,1,16,16
1628391,D.J. Wilson,2017,1,17,17
1628388,T.J. Leaf,2017,1,18,18
1628381,John Collins,2017,1,19,19
1628385,Harry Giles III,2017,1,20,20
1628390,Terrance Ferguson,2017,1,21,21
1628386,Jarrett Allen,2017,1,22,22
1628384,OG Anunoby,2017,1,23,23
1628399,Tyler Lydon,2017,1,24,24
1628394,Anžejs Pasečņiks,2017,1,25,25
1628403,Caleb Swanigan,2017,1,26,26
1628398,Kyle Kuzma,2017,1,27,27
1628396,Tony Bradley,2017,1,28,28
1628401,Derrick White,2017,1,29,29
1628404,Josh Hart,2017,1,30,30
1628402,Frank Jackson,2017,2,1,31
1628432,Davon Reed,2017,2,2,32
1628411,Wes Iwundu,2017,2,3,33
1628412,Frank Mason III,2017,2,4,34
1628397,Ivan Rabb,2017,2,5,35
1628413,Jonah Bolden,2017,2,6,36
1628400,Semi Ojeleye,2017,2,7,37
1628395,Jordan Bell,2017,2,8,38
1628393,Jawun Evans,2017,2,9,39
1628407,Dwayne Bacon,2017,2,10,40
1628416,Tyler Dorsey,2017,2,11,41
1628418,Thomas Bryant,2017,2,12,42
1628392,Isaiah Hartenstein,2017,2,13,43
1628422,Damyean Dotson,2017,2,14,44
1628415,Dillon Brooks,2017,2,15,45
1628425,Sterling Brown,2017,2,16,46
1628387,Ike Anigbogu,2017,2,17,47
1628414,Sindarius Thornwell,2017,2,18,48
1628427,Vlatko Cancar,2017,2,19,49
1628406,Mathias Lessort,2017,2,20,50
1628420,Monte Morris,2017,2,21,51
1628410,Edmond Sumner,2017,2,22,52
1628443,Kadeem Allen,2017,2,23,53
1628409,Alec Peters,2017,2,24,54
1628430,Nigel Williams-Goss,2017,2,25,55
1628444,Jabari Bird,2017,2,26,56
1628426,Sasha Vezenkov,2017,2,27,57
1628445,Ognjen Jaramaz,2017,2,28,58
1628417,Jaron Blossomgame,2017,2,29,59
1628446,Alpha Kaba,2017,2,30,60
1627732,Ben Simmons,2016,1,1,1
1627742,Brandon Ingram,2016,1,2,2
1627759,Jaylen Brown,2016,1,3,3
1627733,Dragan Bender,2016,1,4,4
1627739,Kris Dunn,2016,1,5,5
1627741,Buddy Hield,2016,1,6,6
1627750,Jamal Murray,2016,1,7,7
1627737,Marquese Chriss,2016,1,8,8
1627751,Jakob Poeltl,2016,1,9,9
1627748,Thon Maker,2016,1,10,10
1627734,Domantas Sabonis,2016,1,11,11
1627752,Taurean Prince,2016,1,12,12
1627834,Georgios Papagiannis,2016,1,13,13
1627756,Denzel Valentine,2016,1,14,14
1627823,Juancho Hernangomez,2016,1,15,15
1627824,Guerschon Yabusele,2016,1,16,16
1627735,Wade Baldwin IV,2016,1,17,17
1627740,Henry Ellenson,2016,1,18,18
1627736,Malik Beasley,2016,1,19,19
1627747,Caris LeVert,2016,1,20,20
1627761,DeAndre' Bembry,2016,1,21,21
1627781,Malachi Richardson,2016,1,22,22
1627790,Ante Zizic,2016,1,23,23
1627789,Timothe Luwawu-Cabarrot,2016,1,24,24
1627744,Brice Johnson,2016,1,25,25
1627788,Furkan Korkmaz,2016,1,26,26
1627783,Pascal Siakam,2016,1,27,27
1627746,Skal Labissiere,2016,1,28,28
1627749,Dejounte Murray,2016,1,29,29
1627745,Damian Jones,2016,1,30,30
1627738,Deyonta Davis,2016,2,1,31
1627826,Ivica Zubac,2016,2,2,32
1627767,Cheick Diallo,2016,2,3,33
1627755,Tyler Ulis,2016,2,4,34
1627825,Rade Zagorac,2016,2,5,35
1627763,Malcolm Brogdon,2016,2,6,36
1627778,Chinanu Onuaku,2016,2,7,37
1627775,Patrick McCaw,2016,2,8,38
1627837,David Michineau,2016,2,9,39
1627754,Diamond Stone,2016,2,10,40
1627757,Stephen Zimmerman,2016,2,11,41
1627785,Isaiah Whitehead,2016,2,12,42
1627753,Zhou Qi,2016,2,13,43
1627833,Isaia Cordinier,2016,2,14,44
1627743,Demetrius Jackson,2016,2,15,45
1627773,AJ Hammons,2016,2,16,46
1627774,Jake Layman,2016,2,17,47
1627835,Paul Zipser,2016,2,18,48
1627771,Michael Gbinije,2016,2,19,49
1627777,Georges Niang,2016,2,20,50
1627791,Ben Bentil,2016,2,21,51
1627762,Joel Bolomboy,2016,2,22,52
1627822,Petr Cornelie,2016,2,23,53
1627770,Kay Felder,2016,2,24,54
1627779,Marcus Paige,2016,2,25,55
1627772,Daniel Hamilton,2016,2,26,56
1627845,Wang Zhelin,2016,2,27,57
1627846,Abdel Nader,2016,2,28,58
1627766,Isaiah Cousins,2016,2,29,59
1627820,Tyrone Wallace,2016,2,30,60
1626157,Karl-Anthony Towns,2015,1,1,1
1626156,D'Angelo Russell,2015,1,2,2
1626143,Jahlil Okafor,2015,1,3,3
204001,Kristaps Porziņģis,2015,1,4,4
1626209,Mario Hezonja,2015,1,5,5
1626161,Willie Cauley-Stein,2015,1,6,6
1626144,Emmanuel Mudiay,2015,1,7,7
1626169,Stanley Johnson,2015,1,8,8
1626163,Frank Kaminsky,2015,1,9,9
1626159,Justise Winslow,2015,1,10,10
1626167,Myles Turner,2015,1,11,11
1626168,Trey Lyles,2015,1,12,12
1626164,Devin Booker,2015,1,13,13
1626166,Cameron Payne,2015,1,14,14
1626162,Kelly Oubre Jr.,2015,1,15,15
1626179,Terry Rozier,2015,1,16,16
1626173,Rashad Vaughn,2015,1,17,17
1626155,Sam Dekker,2015,1,18,18
1626170,Jerian Grant,2015,1,19,19
1626153,Delon Wright,2015,1,20,20
1626147,Justin Anderson,2015,1,21,21
1626171,Bobby Portis Jr.,2015,1,22,22
1626178,Rondae Hollis-Jefferson,2015,1,23,23
1626145,Tyus Jones,2015,1,24,24
1626185,Jarell Martin,2015,1,25,25
1626221,Nikola Milutinov,2015,1,26,26
1626204,Larry Nance Jr.,2015,1,27,27
1626154,RJ Hunter,2015,1,28,28
1626191,Chris McCullough,2015,1,29,29
1626172,Kevon Looney,2015,1,30,30
1626224,Cedi Osman,2015,2,1,31
1626149,Montrezl Harrell,2015,2,2,32
1626175,Jordan Mickey,2015,2,3,33
1626148,Anthony Brown,2015,2,4,34
1626195,Willy Hernangomez,2015,2,5,35
1626176,Rakeem Christmas,2015,2,6,36
1626158,Richaun Holmes,2015,2,7,37
1626199,Darrun Hilliard,2015,2,8,38
1626225,Juan Pablo Vaulet,2015,2,9,39
1626196,Josh Richardson,2015,2,10,40
1626192,Pat Connaughton,2015,2,11,41
